clean_text,vosk_text,intent,changed
i need help now there is a gas smell,i need help now there is a gas smell,emergency,False
the window in my room is broken and open,the window in my room is broken and open,emergency,False
i cannot lock my room door from the inside,i cannot lock my room door from the inside,emergency,False
there is someone screaming outside my room please help,there is someone screaming outside my room please help,emergency,False
i need urgent assistance my room is flooding,i need urgent assistance my room is flooding,emergency,False
the lock on my door is completely broken,the lock on my door is completely broken,emergency,False
please send house keeping and security right now,please send housekeeping insecurity security right now,emergency,True
there is a fire alarm going off continuously,there is a fire alarm going off continuously,emergency,False
i am locked in my room please send help,i'm locked in my room please send help,emergency,True
i need to get out of my room immediately,i need to get out of my room immediately,emergency,False
there is a dangerous person in the corridor outside,there is a dangerous person in the corridor outside,emergency,False
my room has no lock on the door,my room has no lock on the door,emergency,False
i am in danger and need immediate help,i'm in danger and need immediate help,emergency,True
the bathroom door is locked and i am stuck,the bathroom door is locked and i'm stuck,emergency,True
please send someone urgently i feel very unsafe,please send someone urgently i feel very unsafe,emergency,False
there is a chemical smell coming from the ventilation,there is a chemical smell coming from the ventilation,emergency,False
i cannot open my room door from the outside,i cannot open my room door from the outside,emergency,False
the a c unit is making dangerous sounds,d e c unit is making dangerous sounds,emergency,True
someone tried to open my door in the night,someone tried to open my door in the night,emergency,False
i need security to come to my room now,i need security to come to my room now,emergency,False
i am locked outside my room in the corridor,i'm locked outside my room in the corridor,emergency,True
there is broken furniture blocking my room door,there is broken furniture blocking my room door,emergency,False
the fire exit is blocked please send help,the fire exit is blocked please send help,emergency,False
i need immediate assistance there is a medical emergency,i need immediate assistance there is a medical emergency,emergency,False
my room window will not close or lock,my room window will not close or lock,emergency,False
please help there is a violent person nearby,please help there is a violent person nearby,emergency,False
i smell smoke and need to evacuate immediately,i smell smoke and need to evacuate immediately,emergency,False
the elevator doors are stuck and i am trapped,the elevator doors or stopped and i'm trapped,emergency,True
someone is threatening me through my room door,someone is threatening me through my room door,emergency,False
i cannot close my room door properly at all,i cannot close my room door properly at all,emergency,False
there is a water leak coming from the ceiling,there is a water leak coming from the ceiling,emergency,False
i am stuck on the wrong floor please help,i'm stuck on the wrong flow please help,emergency,True
the bathroom is flooded and water is spreading,the bathroom is flooded and water is spreading,emergency,False
i need urgent help there is a break in,i need urgent help there is a break in,emergency,False
someone has damaged my room door lock mechanism,someone was damaged my room door lock mechanism,emergency,True
please send security i think someone broke in,please send security i think someone broke in,emergency,False
there is electrical burning smell coming from my room,there is the electrical burning smell coming from my room,emergency,True
i am locked out and need to get inside now,i'm locked out when need to get inside now,emergency,True
there is a fire in the building,there is a fire in the building,emergency,False
i need security immediately,i need security immediately,emergency,False
someone is banging on my door,someone is banging on my door,emergency,False
i smell gas in my room,i smell gas in my room,emergency,False
the door lock is broken,the door lock is broken,emergency,False
i cannot get into my room,i cannot get into my room,emergency,False
there is water leaking from the ceiling,there is water leaking from the ceiling,emergency,False
i feel threatened by another guest,i feel threatened by another guest,emergency,False
please send help right now,please send help right now,emergency,False
i am trapped in my room,i'm trapped in my room,emergency,True
there is broken glass everywhere,there is broken glass everywhere,emergency,False
someone tried to break in,someone tried to break in,emergency,False
i smell smoke coming from outside,i smell smoke coming from outside,emergency,False
i need medical assistance immediately,i need medical assistance immediately,emergency,False
the elevator is stuck with me inside,the elevator is stuck with me inside,emergency,False
i cannot open the emergency exit,i cannot open the emergency exit,emergency,False
there is a loud disturbance in the hallway,there is a loud disturbance in the hallway,emergency,False
i found an intruder in my room,i found an intruder in my room,emergency,False
the window wont close or lock,the window won't close or lock,emergency,True
i am having a medical emergency,i'm having a medical emergency,emergency,True
someone is at my door threatening me,someone is at my door threatening me,emergency,False
there is a strange smell i cannot identify,there is a strange smell i cannot identify,emergency,False
i need the police right away,i need the police right away,emergency,False
the lights are off and i am scared,the lights are off and i'm scared,emergency,True
i hear breaking glass downstairs,i hear breaking glass downstairs,emergency,False
i am sick and need a doctor now,i'm sick and need your doctor now,emergency,True
there is a gas leak smell,there is a gas leak smell,emergency,False
i cannot unlock my door from inside,i cannot unlock my dog from inside,emergency,True
someone stole my room key,someone stole my room key,emergency,False
there is flood water in my bathroom,there is floodwater in my bathroom,emergency,True
i am having chest pains please help,i'm having chest pains please help,emergency,True
the fire alarm is going off,the fire alarm going off,emergency,True
i see smoke coming under my door,i see smoke coming under my door,emergency,False
i need to evacuate immediately,i need to evacuate immediately,emergency,False
there is no emergency exit visible,there is no emergency exit visible,emergency,False
i am being harassed by staff,i'm being harassed by staff,emergency,True
someone is outside my window,someone is outside my window,emergency,False
i cannot reach the front desk for help,i cannot reach the front desk for help,emergency,False
there is a chemical smell in the room,there is a chemical smell in the room,emergency,False
i need to report a violent incident,i need to report a violent incident,emergency,False
the door chain is broken,the door chain is broken,emergency,False
i am locked in the bathroom,i'm locked in the bathroom,emergency,True
there is a severe weather warning,there is a severe weather warning,emergency,False
someone left a threatening note,someone left a threatening note,emergency,False
i need immediate police assistance,i need immediate police assistance,emergency,False
the security system is not working,the security system is not working,emergency,False
i smell burning plastic,i smell burning plastic,emergency,False
i found someone in my room uninvited,i found someone in my room uninvited,emergency,False
i cannot operate the door lock,i cannot operate the door lock,emergency,False
there is a hazardous spill on the floor,there is a hazardous spill on the floor,emergency,False
i need rescue from my balcony,i need rescue from my balcony,emergency,False
someone is trying to break into my room,someone is trying to break into my room,emergency,False
the elevator is malfunctioning,the elevator is malfunctioning,emergency,False
i am afraid for my safety right now,i'm afraid for my safety right now,emergency,True
please send security to my room,please send security to my room,emergency,False
there is a suspicious package here,there is a suspicious package here,emergency,False
i need to report a break in,i need to report a break-in,emergency,True
the door lock is not working i am stuck,the door lock is not working i'm stuck,emergency,True
please send help i feel unsafe in my room,please send help i feel unsafe in my room,emergency,False
i am trapped in the bathroom please send help,i'm trapped in the bathroom please send help,emergency,True
there is water flooding from the room above me,there is water flooding from the room above me,emergency,False
i need urgent assistance right now please hurry,i need urgent assistance right now please hurry,emergency,False
the window is broken and i cannot close it,the window is broken and i cannot close it,emergency,False
there is a strange person outside my room door,there is a strange person outside my room door,emergency,False
i smell gas in my room what should i do,i smell gas in my room what should i do,emergency,False
i have been robbed please send security right away,i have been robbed please send security right away,emergency,False
there is blood on the floor outside my room,there is blood on the floor outside my room,emergency,False
the air conditioner is leaking water everywhere help,the air conditioner is leaking water everywhere help,emergency,False
i cannot open the door from the inside,i cannot open the door from the inside,emergency,False
someone is banging on my door very loudly,someone is banging on my dog very loudly,emergency,True
i think there is a break in attempt,i think there is a break-in attempt,emergency,True
please send someone to my room immediately i am scared,please send someone to my room immediately i am scared,emergency,False
the fire alarm will not stop going off,the fire alarm will not stop going off,emergency,False
i locked myself out on the balcony please help,i locked myself out on the balcony please help,emergency,False
there is a chemical smell coming from the walls,there is a chemical smell coming from the walls,emergency,False
the lights went out and i am in darkness,the lights went out and i am in darkness,emergency,False
someone stole my wallet from my room,someone stole my wallet from my room,emergency,False
i need the fire department right now,i need the fire department right now,emergency,False
the door chain is broken and i feel vulnerable,the door chain is broken and i feel vulnerable,emergency,False
there is glass broken all over my bathroom,there is glass broken all over my bathroom,emergency,False
i am having a medical emergency send help fast,i'm having a medical emergency send help fast,emergency,True
the heating system is making a dangerous noise,the heating system is making a dangerous noise,emergency,False
i found something suspicious in my room,i found something suspicious in my room,emergency,False
there is a leak coming through the ceiling,there is a leak coming through the ceiling,emergency,False
someone is outside my window please send police,someone is outside my window please send police,emergency,False
the safe in my room will not open,this safe in my room will not open,emergency,True
i cannot lock my door from inside anymore,i cannot lock my door from inside anymore,emergency,False
there is mold or fungus growing on the walls,there is mold or fun this growing on the walls,emergency,True
i heard screaming coming from another room,i heard screaming coming from another room,emergency,False
the bathroom floor is flooded completely,the bathroom floor is flooded completely,emergency,False
someone left the door to my room open,someone left the door to my room open,emergency,False
i feel faint and need medical assistance urgently,i feel faint and need medical assistance urgently,emergency,False
the stove in the room is on fire,this job in the room is on fire,emergency,True
i am being threatened by someone in the hallway,i'm been threatened by someone in the hallway,emergency,True
the emergency exit door is blocked,the emergency exit dollars blocked,emergency,True
there is an electrical burning smell in here,there is an electrical burning smell in here,emergency,False
i think i am having a heart attack,i think i am having a heart attack,emergency,False
the room is filling with water help me,the room is filling with water help me,emergency,False
i cannot turn off the shower it is too hot,i cannot turn off the shower it is too hot,emergency,False
someone has my room key and is outside,someone has my room key and is outside,emergency,False
the balcony railing is broken and unstable,the balcony railing is broken and unstable,emergency,False
there is a dead animal in my room,there is a dead animal in my room,emergency,False
the door will not lock and i am alone,the dog will not lock and i am alone,emergency,True
i need help right now something is very wrong,i need help right now something is very wrong,emergency,False
someone is attacking another guest please help,someone is attacking another guest please help,emergency,False
the air conditioning unit is sparking and smoking,the air conditioning unit is sparking in smoking,emergency,True
there is a fire in the hallway,there is a fire in the hallway,emergency,False
i need security right now,i need security right now,emergency,False
there is water coming through the ceiling,there is water coming through the ceiling,emergency,False
please send help immediately,please send help immediately,emergency,False
i feel threatened and need assistance,i feel threatened and need assistance,emergency,False
smoke is coming under my door,smoke is coming under my door,emergency,False
i cannot open my door from inside,i cannot open my door from inside,emergency,False
please send security to my room right away,please send security to my room right away,emergency,False
there is broken glass in my room,there is broken glass in my room,emergency,False
i heard screaming in the corridor,i heard screaming in the corridor,emergency,False
the window is broken,the window is broken,emergency,False
i need to get out of my room now,i need to get out of my room now,emergency,False
someone tried to break into my room,someone tried to break into my room,emergency,False
there is a chemical smell coming from somewhere,there is a chemical smell coming from somewhere,emergency,False
i am scared and alone in my room,i'm scared and alone in my room,emergency,True
the lock on my door wont work,the lock on my door won't work,emergency,True
i smell something burning,i smell something burning,emergency,False
please send someone to help me urgently,please send someone to help me urgently,emergency,False
there is flooding in my room,there is flooding in my room,emergency,False
i cannot lock my door,i cannot lock my door,emergency,False
someone is outside my room trying to get in,someone is outside my room trying to get in,emergency,False
i need police assistance,i need police assistance,emergency,False
there is an intruder in my room,there is an intruder in my room,emergency,False
the a c is leaking water,d the c is leaking water,emergency,True
i feel unsafe in this room,i feel unsafe in this room,emergency,False
there is a gas leak i think,there is a gas leak i think,emergency,False
please come to my room immediately,please come to my room immediately,emergency,False
the door is jammed shut,the door jamb shot,emergency,True
i am locked in my bathroom,i'm locked in my bathroom,emergency,True
someone is being violent near my room,someone is being violent near my room,emergency,False
there is blood on the floor,there is blood on the floor,emergency,False
i need to get out right now,i need to get out right now,emergency,False
there is a loud explosion sound,there is a loud explosion sound,emergency,False
i cannot breathe properly in here,i cannot breathe properly in here,emergency,False
someone broke my window,someone broke my window,emergency,False
the room is filling with smoke,the room is filling with smoke,emergency,False
please call emergency services,please call emergency services,emergency,False
i think there is a fire,i think there is a fire,emergency,False
i am hurt and need medical help,i'm hurt and need medical help,emergency,True
the lights went out and its dark,the lights went out and it's dog,emergency,True
someone is threatening me,someone is threatening me,emergency,False
there is an unconscious person in the hallway,there is an unconscious person in the hallway,emergency,False
i smell like there is poison gas,i smell like there is poison gas,emergency,False
i need an ambulance right away,i need an ambulance right away,emergency,False
the stairs are blocked,the stairs are blocked,emergency,False
there is a chemical spill outside,there is a chemical spill outside,emergency,False
someone has a weapon,someone has a weapon,emergency,False
i cannot reach the exit,i cannot reach the exit,emergency,False
there is extreme heat in my room,there is extreme heat in my room,emergency,False
the alarm is going off,the alarm going off,emergency,True
please get me out of here now,please get me out of here now,emergency,False
the door lock is broken i cannot get in,the door lock his broken i cannot get in,emergency,True
i think there is an intruder in my room,i think there is an intruder in my room,emergency,False
please send someone to my room i am scared,please send someone to my room i am scared,emergency,False
i cannot lock my door from the inside,i cannot lock my door from the inside,emergency,False
there is water flooding under my door right now,there is water flooding under my door right now,emergency,False
someone is outside my room making threats,someone is outside my room making threats,emergency,False
i fell and i think i broke my leg,i fell and i think i broke my leg,emergency,False
there is a strange person in the hallway watching,there is a strange person in the hallway watching,emergency,False
the lift is stuck and i am trapped inside,the lift as stopped and i'm trapped inside,emergency,True
i locked myself in the bathroom by accident,i locked myself in the bathroom by accident,emergency,False
there is loud banging and crashing sounds nearby,there is loud banging on trashing towns nearby,emergency,True
my room key card does not work anymore,my room key card does not work anymore,emergency,False
i can smell burning coming from another room,i can smell burning coming from another room,emergency,False
please send help to room four twenty two,please send help to room for twenty two,emergency,True
there is broken glass all over my room,there is broken glass all over my room,emergency,False
someone stole my wallet and i need police,someone stole my wallet and i need police,emergency,False
i heard screaming coming from down the hall,i heard screaming coming from down the hall,emergency,False
the air conditioning is making a dangerous sound,the air conditioning is making a dangerous sound,emergency,False
there is a person refusing to leave my room,there is a person refusing to leave my room,emergency,False
i cannot open the emergency exit door,i cannot open the emergency exit door,emergency,False
my child is missing from the hotel room,my child is missing from the hotel room,emergency,False
there is a chemical smell that is very strong,there is a chemical smell that is very strong,emergency,False
the fire extinguisher on my floor is missing,the fire extinguisher on my floor is missing,emergency,False
i think someone is trying to break in,i think someone is trying to break in,emergency,False
there is a gas leak i can smell it clearly,there is a gas leak i can smell it clearly,emergency,False
my elderly parent has collapsed in the room,my elderly parent has collapsed in the room,emergency,False
there is a electrical burning smell from the wall,there is a electrical burning smell from the wall,emergency,False
the room temperature is dangerously hot,the room temperature is dangerously hot,emergency,False
i need immediate medical assistance in my room,i need immediate medical assistance in my room,emergency,False
there is a dead animal in the hallway,there is a dead animal in the hallway,emergency,False
the door to the stairwell is blocked,the door to the stairwell is blocked,emergency,False
someone has threatened me and i feel in danger,someone was threatened me and i feel in danger,emergency,True
there is a power outage on my entire floor,there is a power outage on my entire floor,emergency,False
i smell smoke but cannot find where its from,i smell smoke with cannot find where it's from,emergency,True
my room has been broken into while i was out,my room has been broken into while i was out,emergency,False
there is a strange chemical spill in the corridor,there is a strange chemical spill in the corridor,emergency,False
i have a severe allergic reaction right now,i have a severe allergic reaction right now,emergency,False
the window latch is broken and wont close,the window larch is broken and won't close,emergency,True
there is glass breaking sounds coming from next door,there is glass breaking sounds coming from next door,emergency,False
i am locked in and the door wont open,i'm locked in on the dog won't open,emergency,True
there is a suspicious package outside my room,there is a suspicious package outside my room,emergency,False
the emergency phone in the hall is not working,the emergency phone in the hall is not working,emergency,False
i saw someone with a weapon in the building,i saw someone with a weapon in the building,emergency,False
there is a flood coming from the bathroom above,there is a flood coming from the bathroom above,emergency,False
the room smells like gas and i am worried,the room smells like gas and i'm worried,emergency,True
i need police sent to the hotel immediately please,i need police sense to the hotel immediately please,emergency,True
there is a medical emergency happening right now,there is a medical emergency happening right now,emergency,False
the security door has been forced open,this security door has been forced open,emergency,True
i found evidence of someone in my room,i found evidence of someone in my room,emergency,False
i need security immediately something is wrong,i need security immediately something is wrong,emergency,False
i cannot open my door it is stuck,i cannot open my door it is stuck,emergency,False
i feel unsafe please send help to my room,i feel unsafe please send help to my room,emergency,False
the lock on my door is broken,the lock on my door is broken,emergency,False
i heard breaking glass in the corridor,i heard breaking glass in the corridor,emergency,False
there is water flooding under my door,there is water flooding under my door,emergency,False
i am trapped in my room please help,i'm trapped in my room please help,emergency,True
there is a strange smell coming from outside,there is a strange smell coming from outside,emergency,False
i need emergency assistance right away,i need emergency assistance right away,emergency,False
my room has been broken into,my room has been broken into,emergency,False
there is a gas smell on this floor,there is a gas smell on this floor,emergency,False
i am having a medical emergency in my room,i'm having a medical emergency in my room,emergency,True
someone is acting aggressively in the hallway,someone is acting aggressively in the hallway,emergency,False
there is a power outage on my floor,there is a power outage on my floor,emergency,False
my child is locked in the bathroom,my child is locked in the bathroom,emergency,False
i cannot breathe there is something wrong,i cannot breathe there is something wrong,emergency,False
there is blood on my floor please help,there is blood on my floor please help,emergency,False
i am being harassed by another guest,i'm being harassed by another guest,emergency,True
the air conditioning is leaking chemicals,the air conditioning is leaking chemicals,emergency,False
there is a loud explosion sound i heard,there is a loud explosion sound i heard,emergency,False
i smell smoke coming from the room next door,i smell smoke coming from the room next door,emergency,False
someone has stolen from my room please help,someone has stolen from my room please help,emergency,False
i am having severe chest pains right now,i'm having severe chest pains right now,emergency,True
i cannot reach the emergency button,i cannot reach the emergency button,emergency,False
there is a man outside my room threatening me,there is a man outside my room threatening me,emergency,False
the window in my room is broken,the window in my room is broken,emergency,False
there is an electrical fire in the wall,there is an electrical fire in the wall,emergency,False
i think someone has a weapon in the hallway,i think someone has a weapon in the hallway,emergency,False
the stairwell door is jammed i am stuck,the stairwell doris jammed i am stuck,emergency,True
i need immediate police assistance please,i need immediate police assistance please,emergency,False
there is flooding coming into my bathroom,there is flooding coming into my bathroom,emergency,False
i am diabetic and need urgent medical help,i'm diabetic and need a giant medical help,emergency,True
the building seems to be shaking very badly,the building seems to be shaking very badly,emergency,False
someone is following me in the corridors,someone is following me in the corridors,emergency,False
i have fallen and cannot get up help me,i have fallen and cannot get up help me,emergency,False
there is a chemical smell throughout the floor,there is a chemical smell throughout the floor,emergency,False
the back exit door is blocked by something,the back exit door is blocked by something,emergency,False
i am having an allergic reaction right now,i'm having an allergic reaction right now,emergency,True
there is a suspicious package outside my door,there is a suspicious package outside my door,emergency,False
someone is screaming very loudly down the hall,someone is screaming very loudly down the hall,emergency,False
the bathroom is filling with smoke quickly,the bathroom is filling with smoke quickly,emergency,False
i heard gunshots coming from downstairs,i heard gunshots coming from downstairs,emergency,False
i am trapped on the wrong floor now,i'm trapped on the wrong slow now,emergency,True
my door lock has malfunctioned completely,my door lock has malfunctioned completely,emergency,False
there is carbon monoxide alarm going off,there is carbon monoxide alarm going off,emergency,False
the corridors are getting very hot and smoky,the corridors are getting very hot and smokey,emergency,True
i would like to order some food to my room,i would like to order some food to my room,food_order,False
can i get a menu for room service,can i get a menu for room service,food_order,False
send me a burger and fries please,send me a burger and fries peace,food_order,True
id like to order breakfast for tomorrow morning,id like to order breakfast for tomorrow morning,food_order,False
can you bring me a coffee right away,can you bring me a coffee right away,food_order,False
i need a sandwich and a bottle of water,i need a sandwich and a bottle of water,food_order,False
do you have any desserts available,do you have any desserts available,food_order,False
id like to order two glasses of wine,id like to order to glasses of wine,food_order,True
can i get some snacks sent up,can i get some snacks and top,food_order,True
please send a caesar salad to room four twenty two,please send us as a salad to room for twenty two,food_order,True
i would like to order some pizza,i would like to order some pizza,food_order,False
can you bring me tea and biscuits,can you bring me tea and biscuits,food_order,False
id like fresh fruit and yogurt please,id like fresh fruit and yogurt peace,food_order,True
do you have any vegetarian options,do you have any vegetarian options,food_order,False
can i order appetizers for my room,can i order appetizers for my room,food_order,False
send up some chicken and rice,send up some chicken and rice,food_order,False
i need a pasta dish with garlic bread,i need a pasta dish with garlic bread,food_order,False
can you bring me sparkling water,can you bring me sparkling water,food_order,False
id like to order a steak dinner,id like to order steak dinner,food_order,True
please send some chocolate cake to my room,please send some chocolate cake to my room,food_order,False
can i get a club sandwich,can i get to a club sandwich,food_order,True
id like orange juice and toast for breakfast,like orange juice and toast for breakfast,food_order,True
send me some nachos and guacamole,send me some not chosen graco molly,food_order,True
can you bring me a milkshake,can you bring me a milkshake,food_order,False
id like to order sushi,id like to order sushi,food_order,False
do you have room service available now,do you have room service available now,food_order,False
can i get some soup sent to my room,can i get some soup sent to my room,food_order,False
id like to order champagne and strawberries,id like to order champagne and strawberries,food_order,False
send up some grilled fish please,send up some grilled fish peace,food_order,True
can you bring me a diet coke,can you bring me a diet coke,food_order,False
id like some cheese and crackers,like some cheese and crackers,food_order,True
can i order a breakfast platter,can i order a breakfast plateau,food_order,True
send me some fries and ketchup,send me some fries and catch up,food_order,True
id like to order cocktails for my room,like to order coffee deals for my room,food_order,True
can you bring some olives and nuts,can you bring some olives and nuts,food_order,False
id like a grilled cheese sandwich please,in like a grilled cheese sandwich peace,food_order,True
send up some cookies and milk,send up some cookies and milk,food_order,False
can i get a margherita pizza,can i get to a margarita pizza,food_order,True
id like to order some dim sum,id like to order some dim sum,food_order,False
can you bring me iced tea,can you bring me iced tea,food_order,False
id like some hummus and pita bread,like some homeless in pita bread,food_order,True
send me a burger medium rare,send me a burger medium rare,food_order,False
can i order a salad with dressing on the side,can i order a salad with dressing on the side,food_order,False
id like to order some pad thai,id like to order some pad thai,food_order,False
can you bring me sparkling cider,can you bring me sparkling cider,food_order,False
id like some greek yogurt and granola,like some greek yogurt and granola,food_order,True
send up some chicken wings please,send up some chicken wings peace,food_order,True
can i get a tuna sandwich,you know i get a tuna sandwich,food_order,True
id like to order some spaghetti,id like to order some spaghetti,food_order,False
can you bring me hot chocolate,can you bring me hot chocolate,food_order,False
id like some almonds and dried fruit,id like some almonds and dried fruit,food_order,False
send me some garlic prawns,send me some garlic bronze,food_order,True
can i order a ribeye steak,can i order steak,food_order,True
id like to order some lobster,id like to order some lobster,food_order,False
can you bring me cranberry juice,can you bring me cranberry juice,food_order,False
id like some hummus vegetables and pita,like some homeless vegetables and peter,food_order,True
send up an omelet with cheese please,send up an omelet with cheese please,food_order,False
can you send up a burger and fries,can you send up for a burger and fries,food_order,True
please bring me a bottle of wine,please bring me a bottle of wine,food_order,False
can i get a caesar salad delivered to my room,can i get us as a solid delivered to my room,food_order,True
id like to see the room service menu,id like to see the room service menu,food_order,False
send me two espressos and a pastry,send me to express those and a pastry,food_order,True
can you order me a steak with vegetables,ya new order me a steak with vegetables,food_order,True
i need some snacks sent to my room right away,i need some snacks sent to my room right away,food_order,False
could you please bring me some fruit and cheese,could you please bring me some fruit and cheese,food_order,False
id like to order a pizza with extra cheese,id like to order a pizza with extra cheese,food_order,False
can i get a club sandwich and soup,can i get a club sandwich and soup,food_order,False
please send up some tea and biscuits,please send up some tea and biscuits,food_order,False
i would like a pasta dish for dinner,i would like a pasta dish for dinner,food_order,False
can you bring me some chocolate and strawberries,can you bring me some chocolate and strawberries,food_order,False
id like to order room service right now,id like to order room service right now,food_order,False
send me a grilled chicken sandwich please,send me a grilled chicken sandwich peace,food_order,True
could i get some nachos and guacamole,could i get some not chosen guacamole molly,food_order,True
i need a bottle of sparkling water,i need a bottle of sparkling water,food_order,False
can you order me a dessert menu,can you order me a dessert menu,food_order,False
please bring some cookies and milk to my room,please bring some cookies and milk to my room,food_order,False
id like to order indian food if available,id like to order indian food if available,food_order,False
can i get a seafood platter,can i get a seafood platter,food_order,False
send up some orange juice and pancakes,send up some orange juice and pancakes,food_order,False
i would like a vegetarian meal please,i would like a vegetarian meal peace,food_order,True
can you bring me some beer and nuts,can you bring me some beer and nuts,food_order,False
id like to order a greek salad,id like to order a greek salad,food_order,False
please send some sushi to my room,please send some so she to my room,food_order,True
can i get a ribeye steak cooked medium,can i get a revised steak cooked medium,food_order,True
id like a sandwich and a soft drink,like a sandwich and a soft drink,food_order,True
can you order me some dim sum,can you order me some them some,food_order,True
send me a bottle of champagne please,send me a bottle of champagne peace,food_order,True
i need some snacks for a late night,i need some snacks for a late night,food_order,False
could you bring me a hot chocolate,could you bring me a hot chocolate,food_order,False
id like to order some thai food,id like to order some thai food,food_order,False
can i get a bagel with cream cheese,can i get a beagle with cream cheese,food_order,True
please send some wine and cheese to my room,please send some wine and cheese to my room,food_order,False
id like a breakfast tray in the morning,like a breakfast tray in the morning,food_order,True
can you order me a milkshake,ya new order me a milkshake,food_order,True
send up some fries and a hamburger,send up some fries and a hamburger,food_order,False
i would like some dessert options please,i would like some dessert options please,food_order,False
can i get a tomato soup and grilled cheese,can i get a to me to stoop and bruised cheese,food_order,True
id like to order some sushi rolls,id like to order some sushi rolls,food_order,False
please bring me some sparkling cider,please bring me some sparkling cider,food_order,False
can you send a caesar salad up here,can you send a says us tallied up here,food_order,True
id like some popcorn and a soda,like some popcorn and a soda,food_order,True
can i order a full english breakfast,can i order a full english breakfast,food_order,False
send me some garlic bread and pasta,send me some garlic bread and pasta,food_order,False
i would like a fruit smoothie please,i would like a fruit smooth the peace,food_order,True
can you bring me some olives and cheese,can you bring me some olives and cheese,food_order,False
id like to order some mexican food,id like to order some mexican food,food_order,False
please send some cookies to my room,please send some cookies to my room,food_order,False
can i get an omelet with bacon,can i get an omelet with beacon,food_order,True
id like a cappuccino and a croissant,id like a carpet she know and requires song,food_order,True
can you order me some spring rolls,can you order me some spring rolls,food_order,False
send up a turkey club sandwich please,send up a turkey club sandwich peace,food_order,True
i would like some dessert with coffee,i would like some dessert with coffee,food_order,False
can i get a grilled fish with lemon,can i get a grilled fish with lemon,food_order,False
can you bring me a sandwich and a coke,can you bring me a sandwich and a coke,food_order,False
id like to see the menu for room service,id like to see the menu for room service,food_order,False
send up a pizza please,send up a pizza apiece,food_order,True
can i order breakfast for tomorrow morning,can i order breakfast for tomorrow morning,food_order,False
i need some snacks delivered to my room,i need some snacks delivered to my room,food_order,False
could you please send me a bottle of water,could you please send me a bottle of water,food_order,False
bring me a coffee and a pastry,bring me a coffee and of peace tree,food_order,True
id like to order a burger and fries,id like to order a burger and fries,food_order,False
can you send up some juice and fruit,can you send up some juice and fruit,food_order,False
i want to order dinner for two people,i want to order dinner for two people,food_order,False
send me a caesar salad with dressing on the side,send me a salad with dressing on the side,food_order,True
could i get some tea and biscuits brought up,could i get some tea and biscuits brought up,food_order,False
can you deliver a bottle of wine to my room,can you deliver a bottle of wine to my room,food_order,False
id like some nachos and guacamole please,like some not chosen guacamole peace,food_order,True
send up two beers and some peanuts,send up two beers and some peanuts,food_order,False
can i order a dessert menu,can i order dessert menu,food_order,True
id like to have breakfast sent to my room at eight am,id like to have breakfast sent to my room with e them,food_order,True
can you bring me some soup and bread,can you bring me some soup and bread,food_order,False
i would like to order some appetizers,i would like to order some appetizers,food_order,False
send me a grilled cheese sandwich right away,send me a grilled cheese sandwich right away,food_order,False
could you please deliver some mineral water,could you please deliver some mineral water,food_order,False
id like a steak with vegetables,like a steak with vegetables,food_order,True
can you send up some dessert options,can you send up some dessert options,food_order,False
i need some snacks for my kids,i need some snacks for my kids,food_order,False
send me a margherita pizza with extra cheese,send me a margarita pizza with extra cheese,food_order,True
can i order some chicken wings,you i ordered some chicken wings,food_order,True
id like to have some coffee brought to my room,id like to have some coffee brought to my room,food_order,False
could you send up some ice cream,could you send up some ice cream,food_order,False
i want to order a salad with chicken,i want to order a salad with chicken,food_order,False
can you bring me some bread and butter,can you bring me some bread and butter,food_order,False
id like some pasta with marinara sauce,like some pasta with marry a source,food_order,True
send up a bottle of sparkling water,send up a bottle of sparkling water,food_order,False
can you deliver some cookies and milk,can you deliver some cookies and milk,food_order,False
i would like to order some seafood,i would like to order some seafood,food_order,False
can you send me the wine list,can you send me the wine list,food_order,False
id like some chocolate cake please,like some chocolate cake peace,food_order,True
send me a turkey sandwich and chips,send me a turkey sandwich and chips,food_order,False
can i order some sushi rolls,can i order some sushi rolls,food_order,False
id like to have some fruit brought up,id like to have some fruit brought up,food_order,False
could you send some yogurt and granola,could you send some yogurt and run lola,food_order,True
i want a grilled fish with lemon,i want a grilled fish with lemon,food_order,False
can you bring me some mixed berries,jan you bring me some mixed berries,food_order,True
id like some eggs and bacon for breakfast,like some eggs and bacon for breakfast,food_order,True
send up a club sandwich,send up a club sandwich,food_order,False
could you deliver some green tea,could you deliver some green tea,food_order,False
i want to order some spring rolls,i want to order some spring rolls,food_order,False
can you send me some french toast,can you send me some french toast,food_order,False
id like some mushroom risotto please,like some mushroom resort to peace,food_order,True
send me a bacon cheeseburger,send me a bacon cheeseburger,food_order,False
could you bring some sparkling cider,could you bring some sparkling cider,food_order,False
i want some pad thai delivered to my room,i want some pad thai delivered to my room,food_order,False
can you send up some chocolate truffles,can you send up some chocolate truffles,food_order,False
id like to order a caprese salad,id like to order or caprice salad,food_order,True
send me some waffles with maple syrup,send me some waffles with maple syrup,food_order,False
could you please bring me some almonds,could you please bring me some almonds,food_order,False
can i get a burger and fries delivered,can i get a burger and fries delivered,food_order,False
send me a bottle of wine please,send me a bottle of wine peace,food_order,True
can you bring me a sandwich and a soda,can you bring me a sandwich and soda,food_order,True
i need some snacks sent up right away,i need some snacks sent up right away,food_order,False
