text,intent
sewing kit,misc_request
sewingkit,misc_request
pillow ekak ona,pillow_request
pillowekak ona,pillow_request
receipt,checkout_billing
no cleaning today,do_not_disturb
noise at night,noise_complaint
noiseat night,noise_complaint
nise at nigt,noise_complaint
stop noise,noise_complaint
stopnoise,noise_complaint
iwant tourist information,concierge_general
i want tourst information,concierge_general
book city tour,concierge_general
bookcity tour,concierge_general
laundry service want please,laundry_service
laundryservice want please,laundry_service
laundry service want pleez,laundry_service
laundry service want pls,laundry_service
four firm pillows,pillow_request
four firm pilos,pillow_request
fourfirm pillows,pillow_request
housekeeping,room_cleaning
doctor needed,emergency
doctorneeded,emergency
more pillows send no please,pillow_request
more pillows send no pleas,pillow_request
more pillows send no pls,pillow_request
more pillows send no pleez,pillow_request
room service please,food_order
room servis please,food_order
room service pls,food_order
room service pleez,food_order
checkout at 2 pm,checkout_billing
checkout 2 pm,checkout_billing
the ac is not working,maintenance
ac is not working,maintenance
taxi thiyanna,concierge_taxi
taxithiyanna,concierge_taxi
slamming doors,noise_complaint
beach towels,towel_request
beach towls,towel_request
beachtowels,towel_request
i want a warm blanket,blanket_request
i want a warm blankit,blanket_request
i want warm blanket,blanket_request
security needed,emergency
securityneeded,emergency
privacy want,do_not_disturb
could you mark this room do not disturb,do_not_disturb
could you mark this room do not distrb,do_not_disturb
cud you mark this room do not disturb,do_not_disturb
ac fast fast on,temperature_control
ac fast fast,temperature_control
more pillows send no,pillow_request
more pilows send no,pillow_request
more pilos send no,pillow_request
immediate taxi,concierge_taxi
immediatetaxi,concierge_taxi
light blanket please,blanket_request
light blanket pleae,blanket_request
light blanket pleas,blanket_request
liht blanket please,blanket_request
shampoo naha,toiletries_request
several pillows,pillow_request
severalpillows,pillow_request
may i have more pillows,pillow_request
may i have more pilos,pillow_request
mayi have more pillows,pillow_request
invoice,checkout_billing
could i get my invoice,checkout_billing
the tap is leaking,maintenance
tap is leaking,maintenance
thetap is leaking,maintenance
early breakfast,food_order
earlybreakfast,food_order
wake me tomorrow at 7,wake_up_call
wakeme tomorrow at 7,wake_up_call
wake me tomorrow 7,wake_up_call
wake me tmorrow at 7,wake_up_call
bar hours,concierge_general
someone clean my room,room_cleaning
somene cean my room,room_cleaning
someoneclean my room,room_cleaning
fresh juice,food_order
bring me soap,toiletries_request
brng me soap,toiletries_request
bring soap,toiletries_request
ice want,misc_request
icewant,misc_request
extra tolls,towel_request
extratolls,towel_request
lamp off,lighting_control
cotton blanket,blanket_request
cotton blankit,blanket_request
clean please,room_cleaning
clean pleas,room_cleaning
clean pls,room_cleaning
electric blanket,blanket_request
electricblanket,blanket_request
the ac is not working please,maintenance
the ac is not working pleas,maintenance
the ac is not working pls,maintenance
the ac is not working pleez,maintenance
can i have towels,towel_request
can i have towls,towel_request
can i have towes,towel_request
make bed,room_cleaning
tv not working send someone,maintenance
tv not working send somone,maintenance
tv not wrking send someone,maintenance
tvnot working send someone,maintenance
skip cleaning today,do_not_disturb
skipcleaning today,do_not_disturb
pool hours please,concierge_general
pool hours pease,concierge_general
poolhours please,concierge_general
may i request a cab to the airport,concierge_taxi
may i request cab airport,concierge_taxi
i want clothes washed,laundry_service
iwant clothes washed,laundry_service
turn up the ac,temperature_control
turnup the ac,temperature_control
clean bath towels,towel_request
cean bath towels,towel_request
cleanbath towels,towel_request
clean room before dinner,room_cleaning
cleanroom before dinner,room_cleaning
checkout,checkout_billing
call uber,concierge_taxi
invoice thiyanna,checkout_billing
bright ah lights dim karanna,lighting_control
brightah lights dim karanna,lighting_control
send up some food,food_order
sendup some food,food_order
leave me alone please,do_not_disturb
leave me alone pls,do_not_disturb
leaveme alone please,do_not_disturb
leae me alone please,do_not_disturb
quick checkout,checkout_billing
quickcheckout,checkout_billing
skip house keeping,do_not_disturb
skip hose keeping,do_not_disturb
skip house keeing,do_not_disturb
skiphouse keeping,do_not_disturb
directions thiyanna,concierge_general
book a cab,concierge_taxi
stain removal,laundry_service
need taxi,concierge_taxi
needtaxi,concierge_taxi
tomorrow morning call,wake_up_call
tomorrowmorning call,wake_up_call
tomorrow moning call,wake_up_call
smell smoke,emergency
smellsmoke,emergency
cab for tonight,concierge_taxi
i'm cold,temperature_control
i'mcold,temperature_control
air conditioning please,temperature_control
air conditioning pls,temperature_control
air conditioning pleas,temperature_control
one more blanket,blanket_request
one more blankit,blanket_request
onemore blanket,blanket_request
ac too strong reduce it,temperature_control
actoo strong reduce it,temperature_control
ac too strong redce it,temperature_control
ac too strong reuce it,temperature_control
whale watching trip,concierge_general
whle watching trip,concierge_general
my room is messy please,room_cleaning
myroom is messy please,room_cleaning
my room is messy pls,room_cleaning
several items,laundry_service
severalitems,laundry_service
extra bedding,blanket_request
few clothes to wash,laundry_service
few cloths to wash,laundry_service
fewclothes to wash,laundry_service
feather pillows,pillow_request
featherpillows,pillow_request
i would like to request bathroom amenities,toiletries_request
i would like request bathroom amenities,toiletries_request
iwould like to request bathroom amenities,toiletries_request
it's too noisy,noise_complaint
it's too nisy,noise_complaint
i need hangers,misc_request
need hangers,misc_request
ineed hangers,misc_request
i want hangers,misc_request
three towels please,towel_request
three towels pls,towel_request
three towels pleas,towel_request
three towls please,towel_request
i need a warm blanket,blanket_request
ineed a warm blanket,blanket_request
i need a warm blankit,blanket_request
may i have bathroom supplies,toiletries_request
mayi have bathroom supplies,toiletries_request
where is gym,concierge_general
whee is gym,concierge_general
whereis gym,concierge_general
shower has no pressure,maintenance
sower has no pressure,maintenance
shwer has no prssure,maintenance
showerhas no pressure,maintenance
can you do my laundry,laundry_service
can u do my laundry,laundry_service
canyou do my laundry,laundry_service
may i schedule a morning call,wake_up_call
may i schdule a morning call,wake_up_call
may i schedle a morning call,wake_up_call
mayi schedule a morning call,wake_up_call
firm pillows,pillow_request
firm pilos,pillow_request
airport pickup,concierge_taxi
toiletries,toiletries_request
ac broken no can you fix,maintenance
ac broken no canu fix,maintenance
ac broen no can you fix,maintenance
chicken curry and rice,food_order
chickencurry and rice,food_order
chickn curry and rice,food_order
i want to order food please,food_order
i want to orer food please,food_order
iwant to order food please,food_order
i want to order food pleas,food_order
bill want,checkout_billing
make it darker,lighting_control
makeit darker,lighting_control
make it drker,lighting_control
can on lights,lighting_control
canon lights,lighting_control
the room needs to be cleaned,room_cleaning
the room nees to be cleaned,room_cleaning
room needs be cleaned,room_cleaning
room service send ah,food_order
room servis send ah,food_order
roomservice send ah,food_order
noise complaint please,noise_complaint
noise coplaint please,noise_complaint
noise complaint pleez,noise_complaint
noise complaint pleae,noise_complaint
food order karanna,food_order
foodorder karanna,food_order
thin blanket,blanket_request
thinblanket,blanket_request
thin blankit,blanket_request
additional blankets,blanket_request
additionalblankets,blanket_request
turn on the lamb please,lighting_control
turn lamb please,lighting_control
turn the lamb please,lighting_control
turn on the lamb pls,lighting_control
i feel sick,emergency
ifeel sick,emergency
i like housekeeping service,room_cleaning
i like hosekeeping service,room_cleaning
i like housekeeping servic,room_cleaning
cold,blanket_request
safari booking,concierge_general
safaribooking,concierge_general
it's cold,temperature_control
it'scold,temperature_control
brunch order,food_order
brunchorder,food_order
dry clean please,laundry_service
dryclean please,laundry_service
dry clen please,laundry_service
late checkout please,checkout_billing
late checkout pleez,checkout_billing
late checkout pls,checkout_billing
i need soup,toiletries_request
ineed soup,toiletries_request
need soup,toiletries_request
water leak,maintenance
towels need ah,towel_request
towelsneed ah,towel_request
usb cable,misc_request
usbcable,misc_request
i require immediate assistance,emergency
i require imediate assistance,emergency
its cold,temperature_control
itscold,temperature_control
loud music please,noise_complaint
loudmusic please,noise_complaint
loud music pleez,noise_complaint
make lights dimmer,lighting_control
makelights dimmer,lighting_control
make lihts dmmer,lighting_control
clothes wash karanna,laundry_service
clotheswash karanna,laundry_service
noise ekka sleep karanna baha,noise_complaint
noise ekka slep karana baha,noise_complaint
noiseekka sleep karanna baha,noise_complaint
extend stay,checkout_billing
extendstay,checkout_billing
i want to check out,checkout_billing
i want to chek out,checkout_billing
i want check out,checkout_billing
please tidy the room,room_cleaning
pleasetidy the room,room_cleaning
pleas tidy the room,room_cleaning
tap dripping continuously,maintenance
can clean my room,room_cleaning
canclean my room,room_cleaning
half brightness,lighting_control
halfbrightness,lighting_control
bathrobe,misc_request
morning call at 5 sharp,wake_up_call
morning call at 5 shap,wake_up_call
morning call 5 sharp,wake_up_call
gym opening hours,concierge_general
gym openig hours,concierge_general
gymopening hours,concierge_general
uber call karanna,concierge_taxi
uber call kranna,concierge_taxi
wake me at 7 am please,wake_up_call
wake me at 7 am pleas,wake_up_call
wake me 7 am please,wake_up_call
wake me at 7 am pls,wake_up_call
i need soft pillows,pillow_request
i need soft pillws,pillow_request
need soft pillows,pillow_request
ineed soft pillows,pillow_request
could you please arrange for room cleaning,room_cleaning
could you please range for room cleaning,room_cleaning
could you please arange for room cleaning,room_cleaning
couldyou please arrange for room cleaning,room_cleaning
don't disturb,do_not_disturb
don'tdisturb,do_not_disturb
email my bill,checkout_billing
emal my bill,checkout_billing
set alarm for quarter to 8,wake_up_call
setalarm for quarter to 8,wake_up_call
emergency ah please,emergency
emergencyah please,emergency
emrgency ah please,emergency
tomorrow delivery,laundry_service
tomorrowdelivery,laundry_service
bring me food,food_order
bring food,food_order
get me food,food_order
playing cards,misc_request
clean room after lunch,room_cleaning
cleanroom after lunch,room_cleaning
lunch,food_order
cab ekak ona,concierge_taxi
cabekak ona,concierge_taxi
may i have a warm blanket,blanket_request
may i have a warm blankit,blanket_request
may i have warm blanket,blanket_request
locked out,emergency
lockedout,emergency
iron quickly send,misc_request
ironquickly send,misc_request
neighbors loud music,noise_complaint
neighbors loud muic,noise_complaint
neighborsloud music,noise_complaint
no disturbance please,do_not_disturb
no disturbance pleas,do_not_disturb
no dsturbance please,do_not_disturb
nodisturbance please,do_not_disturb
extra blanket ona,blanket_request
extrablanket ona,blanket_request
extra blankit ona,blanket_request
extra blnket ona,blanket_request
three wheeler call karanna,concierge_taxi
tree wheeler call karanna,concierge_taxi
i need bath towels,towel_request
ineed bath towels,towel_request
i need bath towls,towel_request
bring me a razor,toiletries_request
brng me a razor,toiletries_request
bring me a rzor,toiletries_request
late checkout,checkout_billing
latecheckout,checkout_billing
could i get lunch,food_order
cold i get lunch,food_order
i'm hot,temperature_control
i'mhot,temperature_control
can i get my invoice,checkout_billing
laundry,laundry_service
taxi urgently want,concierge_taxi
taxiurgently want,concierge_taxi
umbrella,misc_request
coat hangers,misc_request
heart problem emergency,emergency
heart prblem emergency,emergency
hart problem emrgency,emergency
early morning noise,noise_complaint
erly morning nise,noise_complaint
make it 22 degrees,temperature_control
make it 22 degres,temperature_control
makeit 22 degrees,temperature_control
lunch want quickly,food_order
lunchwant quickly,food_order
lunch want quicly,food_order
construction noise,noise_complaint
constructionnoise,noise_complaint
can i get toothpaste,toiletries_request
can i get toothaste,toiletries_request
iwant soap and shampoo,toiletries_request
hangers and hooks,misc_request
hangersand hooks,misc_request
call me at 6,wake_up_call
call me 6,wake_up_call
iron thiyanna,misc_request
cold ah put heater please,temperature_control
cold ah put heater pls,temperature_control
cold ah put heaer please,temperature_control
remote doesn't work,maintenance
reote doesn't work,maintenance
remotedoesn't work,maintenance
bring ice please,misc_request
bring ice pls,misc_request
brng ice plese,misc_request
bring ice pleas,misc_request
too hot can you ac on,temperature_control
too hot canu ac on,temperature_control
too hot can you ac,temperature_control
best places visit karanna,concierge_general
best places vsit karanna,concierge_general
best places visit karana,concierge_general
maintenance,maintenance
maintance,maintenance
maintanance,maintenance
send housekeeping,room_cleaning
sendhousekeeping,room_cleaning
wash clothes,laundry_service
washclothes,laundry_service
clean the room please,room_cleaning
clean room please,room_cleaning
clean the room pls,room_cleaning
clen the room plese,room_cleaning
loud music next door,noise_complaint
loudmusic next door,noise_complaint
set wake up call,wake_up_call
setwake up call,wake_up_call
pool close at what time,concierge_general
pool close what time,concierge_general
pool cose at what time,concierge_general
increase ac power,temperature_control
increaseac power,temperature_control
wake me at 6 and 6:30,wake_up_call
wakeme at 6 and 6:30,wake_up_call
tidy up my room,room_cleaning
i need a pillow,pillow_request
i need a pilo,pillow_request
i need pillow,pillow_request
ineed a pillow,pillow_request
room very dirty need clean,room_cleaning
roomvery dirty need clean,room_cleaning
dinner ekak ona,food_order
dinnerekak ona,food_order
maintenance want urgently,maintenance
maintenancewant urgently,maintenance
maintanance want urgently,maintenance
blanket ekak send,blanket_request
blanketekak send,blanket_request
book taxi to airport,concierge_taxi
booktaxi to airport,concierge_taxi
book taxi airport,concierge_taxi
morning call at 6 please,wake_up_call
morning call 6 please,wake_up_call
morningcall at 6 please,wake_up_call
mornng call at 6 pleae,wake_up_call
bring two towels,towel_request
bringtwo towels,towel_request
brng two towls,towel_request
hallway noise,noise_complaint
do not disturb until tomorrow,do_not_disturb
do not distrb until tmorrow,do_not_disturb
donot disturb until tomorrow,do_not_disturb
laundry pickup now,laundry_service
launry picup now,laundry_service
laundry picup now,laundry_service
ac off,temperature_control
soft pillows please,pillow_request
soft pilos please,pillow_request
soft pillows pleas,pillow_request
someone at door please,emergency
someone at door pls,emergency
someone door please,emergency
someone at door pleez,emergency
6 am wake up karanna,wake_up_call
6am wake up karanna,wake_up_call
book taxi for 8 am tomorrow please,concierge_taxi
book taxi for 8 am tomorrow pls,concierge_taxi
book taxi 8 am tomorrow please,concierge_taxi
could you bring extra pillows,pillow_request
could you bring extra pilos,pillow_request
couldyou bring extra pillows,pillow_request
could you bing extra pillows,pillow_request
handful of towels,towel_request
handful of towls,towel_request
handfulof towels,towel_request
room cleaning want,room_cleaning
room claning want,room_cleaning
roomcleaning want,room_cleaning
suspicious person,emergency
turn on the lamp,lighting_control
turnon the lamp,lighting_control
best places to visit in colombo,concierge_general
best places visit colombo,concierge_general
best placs to visit in colombo,concierge_general
bestplaces to visit in colombo,concierge_general
toothbrush please,toiletries_request
toothbrush pleez,toiletries_request
toothbrush pls,toiletries_request
send someone to clean,room_cleaning
send someone clean,room_cleaning
sendsomeone to clean,room_cleaning
i need an iron please,misc_request
i need an iron pleez,misc_request
i want an iron please,misc_request
need an iron please,misc_request
gluten-free options,food_order
medical emergency,emergency
medical emrgency,emergency
medical emergancy,emergency
could you address the noise from next door,noise_complaint
could you address noise from next door,noise_complaint
could u address the noise from next door,noise_complaint
bright lights,lighting_control
its two hot,temperature_control
itstwo hot,temperature_control
steam iron,misc_request
steamiron,misc_request
dinner,food_order
taxi in 10 minutes,concierge_taxi
taxi in 10 minuts,concierge_taxi
taxiin 10 minutes,concierge_taxi
very noisy no can you stop,noise_complaint
very nosy no can you stop,noise_complaint
verynoisy no can you stop,noise_complaint
very noisy no can u stop,noise_complaint
hypoallergenic pillows,pillow_request
hypoallergenic pilos,pillow_request
shirt pressing,laundry_service
shirtpressing,laundry_service
more blankets,blanket_request
moreblankets,blanket_request
wake me tomorrow at ate,wake_up_call
wake me tomorow at ate,wake_up_call
wake me tomorrow ate,wake_up_call
wakeme tomorrow at ate,wake_up_call
i can't get in my room,emergency
ican't get in my room,emergency
heat,temperature_control
taxi to shopping mall,concierge_taxi
taxito shopping mall,concierge_taxi
taxi to shoping mall,concierge_taxi
iwant ac,temperature_control
hairdryer ekak,misc_request
urgent,emergency
spa timings,concierge_general
key broken urgent,emergency
key broken ugent,emergency
keybroken urgent,emergency
i would like to change the temperature,temperature_control
i would like to change the temp,temperature_control
i would lik to change the temperature,temperature_control
i would like to change the temprature,temperature_control
too much sound,noise_complaint
too much sund,noise_complaint
toomuch sound,noise_complaint
hangers,misc_request
hand towels please,towel_request
hand towels pls,towel_request
hand towls please,towel_request
handtowels please,towel_request
flood in room,emergency
face towels needed,towel_request
face towls needed,towel_request
cotton swabs,toiletries_request
caesar salad,food_order
turn down the heat,temperature_control
turndown the heat,temperature_control
i would like to request a wake up call,wake_up_call
i would like request wake up call,wake_up_call
iwould like to request a wake up call,wake_up_call
i wud like to request a wake up call,wake_up_call
pool hours,concierge_general
i would like to request additional towels,towel_request
i would like to request addtional toels,towel_request
i would like request additional towels,towel_request
i need toothpaste,toiletries_request
i want toothpaste,toiletries_request
need toothpaste,toiletries_request
iron please,misc_request
ironplease,misc_request
iron pleas,misc_request
i want directions,concierge_general
iwant directions,concierge_general
i want directins,concierge_general
temple tour,concierge_general
bring two pillows,pillow_request
bring two pilos,pillow_request
bringtwo pillows,pillow_request
transport,concierge_taxi
extra pillows thiyanna,pillow_request
etra pillows thiyanna,pillow_request
extra pilos thiyanna,pillow_request
airport taxi,concierge_taxi
airporttaxi,concierge_taxi
white towels please,towel_request
white towls please,towel_request
white towels pleez,towel_request
whitetowels please,towel_request
very hot here,temperature_control
six towels please,towel_request
sixtowels please,towel_request
six towels pleas,towel_request
six towls please,towel_request
know cleaning please,do_not_disturb
know ceaning please,do_not_disturb
know cleaning pleas,do_not_disturb
too hot,temperature_control
next day wake up call,wake_up_call
nextday wake up call,wake_up_call
the neighbors are loud,noise_complaint
the neihbors are loud,noise_complaint
theneighbors are loud,noise_complaint
tomorrow morning,wake_up_call
restaurant menu,concierge_general
restaurantmenu,concierge_general
make it brighter,lighting_control
makeit brighter,lighting_control
need cleaning,room_cleaning
needcleaning,room_cleaning
i need a taxi please,concierge_taxi
i need a taxi pleez,concierge_taxi
need a taxi please,concierge_taxi
taxi to beach,concierge_taxi
taxi to beah,concierge_taxi
taxi to bach,concierge_taxi
cooler,temperature_control
i want eggs and toast,food_order
two blankets please,blanket_request
two blankets pls,blanket_request
two blankets pleas,blanket_request
wake me at 5:30 am,wake_up_call
wake me 5:30 am,wake_up_call
all lights off,lighting_control
all lighs off,lighting_control
alllights off,lighting_control
cab to restaurant,concierge_taxi
coat hangers please,misc_request
coat haners pease,misc_request
coat hangers pls,misc_request
coat hangers pleas,misc_request
safe won't lock,maintenance
i want to order food,food_order
i want order food,food_order
i want to oder food,food_order
room open karanna help,emergency
room open kaanna help,emergency
room open karana help,emergency
roomopen karanna help,emergency
fresh hand towels,towel_request
fresh hand towes,towel_request
freshhand towels,towel_request
fresh hand towls,towel_request
i need a razor,toiletries_request
i need razor,toiletries_request
ineed a razor,toiletries_request
clean my room in one hour,room_cleaning
clean my room one hour,room_cleaning
cleanmy room in one hour,room_cleaning
extend checkout,checkout_billing
very dark lights on,lighting_control
very dark ligts on,lighting_control
verydark lights on,lighting_control
very dark lights,lighting_control
call a taxi,concierge_taxi
could you please send toiletries,toiletries_request
culd you please send toiletris,toiletries_request
could you pls send toiletries,toiletries_request
could you pleez send toiletries,toiletries_request
light off karanna please,lighting_control
light off karanna pleas,lighting_control
light off karanna pleez,lighting_control
light off karanna pls,lighting_control
i want one pillow,pillow_request
i want one pilow,pillow_request
i want one pilo,pillow_request
iwant one pillow,pillow_request
too cold,temperature_control
toocold,temperature_control
five towels please,towel_request
fivetowels please,towel_request
five towels pleas,towel_request
i want privay,do_not_disturb
complete toiletries set,toiletries_request
completetoiletries set,toiletries_request
lost passport,emergency
desk lamp please,lighting_control
desk lamp pleas,lighting_control
desk lamp pleez,lighting_control
desklamp please,lighting_control
lights on karanna,lighting_control
lightson karanna,lighting_control
can send towels,towel_request
can send towls,towel_request
cansend towels,towel_request
large towels please,towel_request
large towels pleez,towel_request
large towls please,towel_request
largetowels please,towel_request
two wake up calls 7 and 7:30,wake_up_call
two wake up cals 7 and 7:30,wake_up_call
shampoo thiyanna,toiletries_request
currency exchange where,concierge_general
currency exchange whee,concierge_general
currencyexchange where,concierge_general
can i order lunch,food_order
i need a ride,concierge_taxi
i want a ride,concierge_taxi
i need ride,concierge_taxi
ineed a ride,concierge_taxi
room needs clean,room_cleaning
roomneeds clean,room_cleaning
room neds clan,room_cleaning
room needs cean,room_cleaning
board games,misc_request
i need my bill,checkout_billing
need my bill,checkout_billing
ineed my bill,checkout_billing
i want my bill,checkout_billing
help want urgent,emergency
helpwant urgent,emergency
increase the heat,temperature_control
increasethe heat,temperature_control
tissue box,toiletries_request
tissuebox,toiletries_request
fresh towels,towel_request
freshtowels,towel_request
checking out now,checkout_billing
cecking out now,checkout_billing
bring me towels please,towel_request
bring me towls please,towel_request
bring me towels pls,towel_request
bring towels please,towel_request
i need a wake up call,wake_up_call
ineed a wake up call,wake_up_call
all bathroom amenities please,toiletries_request
all bahroom amenities plase,toiletries_request
all bathroom amenities pleas,toiletries_request
someone at door,emergency
fix the sink please,maintenance
fix the sink pls,maintenance
fixthe sink please,maintenance
temperature 24 please,temperature_control
temprature 24 please,temperature_control
temperature 24 pleez,temperature_control
6 am exactly please,wake_up_call
6am exactly please,wake_up_call
6 am exactly pleas,wake_up_call
memory foam pillows,pillow_request
mmory foam pillows,pillow_request
memory foam pillws,pillow_request
prepare my bill please,checkout_billing
prepre my bill pease,checkout_billing
prepare my bill pleas,checkout_billing
prepare my bill pleez,checkout_billing
where's the restaurant,concierge_general
where's the retaurant,concierge_general
very dim lighting,lighting_control
book taxi to air port,concierge_taxi
booktaxi to air port,concierge_taxi
breakfast,food_order
where can i eat,concierge_general
whre can i eat,concierge_general
wherecan i eat,concierge_general
were can i eat,concierge_general
turn on bedside lamp,lighting_control
turn on bedsie lamp,lighting_control
turn bedside lamp,lighting_control
cold ah blanket thiyanna,blanket_request
cold ah banket thiyanna,blanket_request
coldah blanket thiyanna,blanket_request
i'm cold please,temperature_control
i'mcold please,temperature_control
i'm cold pls,temperature_control
i'm cold pleez,temperature_control
7 o'clock wake me,wake_up_call
breakfast time mokadda,concierge_general
breakfasttime mokadda,concierge_general
breakfast time mokada,concierge_general
club sandwich please,food_order
clubsandwich please,food_order
club sandwich pleez,food_order
club sandwich pls,food_order
extend my stay,checkout_billing
exend my stay,checkout_billing
lights please,lighting_control
lights pleez,lighting_control
lights pls,lighting_control
set temperature to 20 degrees,temperature_control
settemperature to 20 degrees,temperature_control
set temperature 20 degrees,temperature_control
tuk tuk,concierge_taxi
pillows,pillow_request
i want to do not disturb,do_not_disturb
i want do not disturb,do_not_disturb
i want to do not distrb,do_not_disturb
hot coffee,food_order
allergic reaction,emergency
allergicreaction,emergency
kindly clean my room no,room_cleaning
more bath towels,towel_request
morebath towels,towel_request
dental floss,toiletries_request
dentalfloss,toiletries_request
where is the gym,concierge_general
whre is the gym,concierge_general
digital invoice,checkout_billing
digitalinvoice,checkout_billing
extension cord,misc_request
extensioncord,misc_request
toilet won't flush properly,maintenance
toiet won't flush properly,maintenance
toiletwon't flush properly,maintenance
adapter,misc_request
i require housekeeping assistance,room_cleaning
i reqire hosekeeping assstance,room_cleaning
irequire housekeeping assistance,room_cleaning
ice bucket,misc_request
i need the maid,room_cleaning
need the maid,room_cleaning
i need maid,room_cleaning
i want the maid,room_cleaning
skip housekeeping please,do_not_disturb
skip housekeeping pleez,do_not_disturb
skiphousekeeping please,do_not_disturb
call ambulance,emergency
callambulance,emergency
i would like to report a maintenance issue,maintenance
i would like to report a maintance issue,maintenance
i would lik to report a maintenance issue,maintenance
i would like to report a maintenane isue,maintenance
warm blanket want no please,blanket_request
warm banket want no plese,blanket_request
warm blanket want no pleez,blanket_request
very hot no need ac,temperature_control
veryhot no need ac,temperature_control
warm blanket,blanket_request
warm blankit,blanket_request
clean towels please,towel_request
cean towels please,towel_request
clean towls please,towel_request
cleantowels please,towel_request
i want sum food,food_order
ride to galle,concierge_taxi
ride to glle,concierge_taxi
i need housekeeping,room_cleaning
ineed housekeeping,room_cleaning
need housekeeping,room_cleaning
cleaning,room_cleaning
deep clean my room,room_cleaning
deep cean my room,room_cleaning
deepclean my room,room_cleaning
children running,noise_complaint
pool location,concierge_general
tomorrow delivery please,laundry_service
tomorrow delivery pls,laundry_service
tomorrow delivry please,laundry_service
low sugar dessert,food_order
heating too high lower it please,temperature_control
heating too high lower it pleas,temperature_control
heating too high lower it pls,temperature_control
cool to 19 degrees,temperature_control
cool 19 degrees,temperature_control
coolto 19 degrees,temperature_control
locked out urgent,emergency
may i request temperature adjustment,temperature_control
may i request temp adjustment,temperature_control
may i request temprature adjustent,temperature_control
ice bucket send,misc_request
ice bucet send,misc_request
skip housekeeping,do_not_disturb
skiphousekeeping,do_not_disturb
could you bring ice and glasses,misc_request
could u bring ice and glasses,misc_request
cud you bring ice and glasses,misc_request
i need my bill please,checkout_billing
ineed my bill please,checkout_billing
i need my bill pleez,checkout_billing
need my bill please,checkout_billing
blanket ekak send please,blanket_request
blanketekak send please,blanket_request
blanket ekak send pleas,blanket_request
cold ah put heater,temperature_control
coldah put heater,temperature_control
make my bed please,room_cleaning
make my bed pls,room_cleaning
makemy bed please,room_cleaning
cold,temperature_control
i need body lotion,toiletries_request
i need body loion,toiletries_request
i want body lotion,toiletries_request
need body lotion,toiletries_request
late checkout by 2 hours,checkout_billing
late chckout by 2 hours,checkout_billing
late checkout by 2 hors,checkout_billing
shampoo thiyanna please,toiletries_request
shampoo thiyanna pleez,toiletries_request
shampoo thiyanna pleas,toiletries_request
taxi early morning,concierge_taxi
taxiearly morning,concierge_taxi
halal meal,food_order
halalmeal,food_order
i need shower jell,toiletries_request
i want shower jell,toiletries_request
ineed shower jell,toiletries_request
urgent laundry,laundry_service
urgentlaundry,laundry_service
clean and organize my room,room_cleaning
cleanand organize my room,room_cleaning
lights thiyanna,lighting_control
lightsthiyanna,lighting_control
shampoo and conditioner,toiletries_request
shampooand conditioner,toiletries_request
blow dryer,misc_request
please send towels no,towel_request
pleasesend towels no,towel_request
please send towls no,towel_request
pleas send towels no,towel_request
bill,checkout_billing
could you please adjust the air conditioning,temperature_control
couldyou please adjust the air conditioning,temperature_control
could you pls adjust the air conditioning,temperature_control
cud you please adjust the air conditioning,temperature_control
toilet paper want,toiletries_request
toiletpaper want,toiletries_request
taxi,concierge_taxi
may i have restaurant recommendations,concierge_general
may i have restarant recommendations,concierge_general
can i get some towels,towel_request
can i get some towls,towel_request
i want more pillows,pillow_request
iwant more pillows,pillow_request
i want more pilos,pillow_request
i need shower gel,toiletries_request
need shower gel,toiletries_request
i want shower gel,toiletries_request
towels quickly send,towel_request
towls quickly send,towel_request
toels quicky send,towel_request
thorough cleaning needed,room_cleaning
thoroughcleaning needed,room_cleaning
please clean my room ah,room_cleaning
pleez clean my room ah,room_cleaning
pleas clean my room ah,room_cleaning
don't enter my room please,do_not_disturb
don'tenter my room please,do_not_disturb
don't enter my room pleez,do_not_disturb
warm blanket want no,blanket_request
warm blankit want no,blanket_request
help,emergency
towels,towel_request
sick,emergency
may i place a food order,food_order
mayi place a food order,food_order
may i place food order,food_order
vegan breakfast,food_order
iwant help,emergency
i need two towels please,towel_request
i need two towls please,towel_request
i need two towels pleez,towel_request
i need two towels pls,towel_request
buddhist temples nearby,concierge_general
buddhisttemples nearby,concierge_general
cab downtown,concierge_taxi
cabdowntown,concierge_taxi
soap ekak ona,toiletries_request
soapekak ona,toiletries_request
tree towels please,towel_request
tree towls pease,towel_request
tree towels pls,towel_request
tree towels pleez,towel_request
vegetarian food please,food_order
vegetarian food pleae,food_order
vegetarian food pls,food_order
ac kharab,maintenance
ackharab,maintenance
airport taxi book,concierge_taxi
airporttaxi book,concierge_taxi
towels need ah please,towel_request
towelsneed ah please,towel_request
towels need ah pleas,towel_request
towels need ah pleez,towel_request
fix the sink,maintenance
know hot water,maintenance
knowhot water,maintenance
cool to 19 degrees please,temperature_control
cool to 19 degrees pleas,temperature_control
cool to 19 degees please,temperature_control
cool 19 degrees please,temperature_control
small towels,towel_request
small towls,towel_request
bill ready karanna,checkout_billing
bill ready karana,checkout_billing
billready karanna,checkout_billing
toilet issue,maintenance
toiletissue,maintenance
a couple of towels,towel_request
a couple of towls,towel_request
a cuple of towels,towel_request
acouple of towels,towel_request
parking available,concierge_general
clean room in the evening,room_cleaning
cleanroom in the evening,room_cleaning
clean room evening,room_cleaning
pasta with sauce,food_order
pastawith sauce,food_order
privacy thiyanna please,do_not_disturb
